display	candidate_id	best_rank	elixir	research	platform	commercial	company	protocol	wildcard	pareto_roles	flags	dissent
Proceed by Refusing	cand-aeb860d178ac191d	1073	D/1559	C/1355	C/1379	C/1171	C/1073	D/1512	yes	6	0	0
Mediation Layer	cand-a6b4a85da2c00296	1075	D/1520	C/1349	C/1246	C/1193	C/1075	C/1260	no	0	0	0
Shared Kitchen	cand-54c6e31aabd805f2	1076	D/1522	D/1536	C/1447	C/1168	C/1076	D/1527	yes	0	0	0
Declaration Calculus	cand-229506414a041a67	1079	C/1320	C/1193	C/1166	C/1132	C/1079	C/1159	no	0	0	0
Suvra	cand-ba2fa43600d172b6	1079	C/1264	C/1282	C/1079	C/1293	C/1184	C/1093	no	0	2	0
Program School	cand-99a8ad2855e46013	1080	C/1365	C/1271	C/1337	C/1080	C/1089	C/1347	yes	0	0	0
Causal Compiler	cand-31c7b5201bf25743	1081	C/1249	D/1485	C/1302	C/1081	C/1126	C/1370	no	0	0	0
Madang	cand-434fb3d7921ce0c0	1081	C/1081	C/1249	C/1249	C/1397	C/1446	C/1280	no	0	1	0
Attribution.Line	cand-1391d53734f03177	1082	C/1240	C/1082	C/1228	C/1175	C/1203	C/1125	yes	0	0	0
Let Me Pace It	cand-93ee9d05d5e562c9	1082	D/1704	D/1538	D/1516	C/1228	C/1082	D/1623	no	0	0	0
Marginalia	cand-c84e1f3e420f2190	1082	C/1082	C/1087	C/1140	C/1337	C/1404	C/1116	no	0	3	0
Palimpsest	cand-0a5cec0b348b57fe	1083	C/1160	C/1138	C/1083	C/1447	C/1424	C/1102	yes	0	3	0
Karmeli	cand-84fd52722fae608e	1084	C/1165	C/1339	C/1175	C/1112	C/1084	C/1295	no	0	0	0
Helpful-ish	cand-c8c206d6e228cf33	1085	C/1258	C/1270	C/1324	C/1085	C/1102	C/1404	no	0	0	0
Pragma	cand-6f8bdbe23bec140b	1085	C/1085	C/1348	C/1294	C/1372	D/1485	C/1329	no	0	3	0
Kind of Agent	cand-51f354d77fe32b07	1086	C/1263	C/1086	C/1266	C/1188	C/1283	C/1204	no	0	0	0
PongPong	cand-79bf33cda29b3ff5	1087	C/1312	D/1562	C/1456	C/1126	C/1087	D/1502	no	6	0	0
Canon	cand-7a5356659c5b128b	1088	C/1088	C/1392	C/1243	C/1335	C/1382	C/1306	no	0	3	0
Robustness Check	cand-d66d8220c0059c1f	1088	C/1266	C/1088	C/1375	C/1256	C/1392	C/1124	no	0	0	0
Generation	cand-e661f4c935e8a5a8	1089	C/1089	C/1158	C/1210	C/1405	C/1434	C/1092	no	0	1	0
Public Interest Assembly	cand-42c25c06733dea20	1090	D/1680	D/1545	C/1412	C/1280	C/1090	D/1517	no	0	0	0
Sort of a Compiler	cand-96fcd6f4f50ed876	1090	C/1350	C/1092	C/1242	C/1090	C/1120	C/1316	no	5	0	0
Patch	cand-a4895eb44afc336f	1091	C/1091	C/1129	C/1211	C/1298	C/1375	C/1192	no	6	4	0
Ars Longa	cand-087e8ef422ce3792	1094	D/1608	C/1401	C/1306	C/1270	C/1094	C/1403	no	0	0	0
Operational Meaning	cand-49841180262489f9	1094	C/1318	C/1094	C/1239	C/1208	C/1231	C/1172	no	0	0	0
Port	cand-f8d397a33fcb9725	1094	C/1094	C/1264	C/1343	C/1354	C/1456	C/1344	no	6	2	0
Governability	cand-cc6942747bac8934	1095	D/1438	C/1171	C/1179	C/1351	C/1288	C/1095	no	0	0	0
Watershed Forum	cand-75203438cb96572b	1095	D/1636	C/1464	C/1404	C/1260	C/1095	D/1454	yes	0	0	0
Sidecar	cand-6c8b4535ccc87f19	1096	C/1096	C/1361	C/1402	C/1370	D/1498	C/1317	no	0	4	0
Name the Worker	cand-8c0b125019b4d91e	1098	D/1576	C/1389	C/1427	C/1166	C/1098	D/1477	no	0	0	0
Sandbox Key	cand-c70a31f4dc099222	1099	C/1154	C/1350	C/1233	C/1099	C/1141	C/1291	no	0	0	0
Hysteresis	cand-d02dc865763e79ea	1104	C/1104	C/1132	C/1219	D/1489	D/1538	C/1126	no	0	3	0
Repair in Public	cand-1f62fa1f65e0722d	1105	D/1644	D/1516	D/1517	C/1223	C/1105	D/1601	no	4	0	0
Dclar	cand-8dfefd5009ee138d	1106	C/1215	C/1121	C/1214	C/1334	C/1343	C/1106	no	0	0	0
Play the Case	cand-eb1fab56fc41e581	1106	D/1548	C/1416	C/1446	C/1174	C/1106	D/1533	no	0	0	0
Isolate	cand-014aadadffadbb5c	1107	C/1107	D/1492	D/1479	D/1534	D/1617	C/1444	no	0	3	0
Labor Charm	cand-5b652e432901e3eb	1107	C/1269	C/1432	C/1352	C/1122	C/1107	C/1413	no	0	0	0
Lunara	cand-7337f4164617ad2e	1107	C/1171	C/1237	C/1107	C/1199	C/1109	C/1131	no	0	2	0
Optimizer's Notebook	cand-85f50d20503bf2f1	1107	D/1500	C/1107	C/1280	C/1214	C/1211	C/1273	no	0	0	0
Quipu	cand-387dc0e6e06ea6ff	1108	C/1228	C/1367	C/1108	C/1362	C/1335	C/1268	no	0	3	0
EVAL-OR-STOP	cand-a0161604989d98a4	1110	C/1186	C/1110	C/1232	C/1167	C/1242	C/1194	no	0	0	0
Erroqa	cand-997b1928b98fce4b	1111	C/1174	C/1175	C/1129	C/1173	C/1111	C/1165	yes	0	0	0
Antikythera Draft	cand-04dec9c56463fc76	1113	D/1440	C/1170	C/1216	C/1216	C/1113	C/1247	yes	0	0	0
Scaffold	cand-db8a7260fb63f939	1114	C/1114	C/1204	C/1319	C/1341	D/1527	C/1229	no	6	4	0
PROV	cand-dd0c2c70261f6204	1115	C/1115	C/1139	C/1368	D/1633	D/1731	C/1178	no	0	3	0
The Good Handoff	cand-f0798885cf71f880	1115	D/1575	C/1412	C/1443	C/1194	C/1115	D/1522	yes	5	0	0
Control.Freight	cand-c2e572e25e9a84ab	1118	C/1394	C/1118	C/1135	C/1215	C/1162	C/1120	yes	0	0	0
Metrology Commons	cand-804cc6e774c54e37	1118	D/1472	C/1273	C/1229	C/1201	C/1118	C/1244	no	0	0	0
Regional Cost	cand-c2e1d22456016e73	1119	D/1465	C/1447	C/1403	C/1187	C/1119	C/1343	no	0	0	0
Shape	cand-f58940a313992e68	1119	C/1122	C/1176	C/1201	C/1308	C/1324	C/1119	no	6	4	0
The Quiet Referee	cand-63f6c41cb1650e1f	1122	D/1654	D/1522	D/1507	C/1239	C/1122	D/1580	yes	0	0	0
Rule of Thumb	cand-1005ea6aad10345f	1128	C/1128	C/1163	C/1206	C/1151	C/1215	C/1232	no	0	1	0
Kotoba	cand-dd280a858cc0a970	1129	C/1129	C/1313	C/1186	C/1477	D/1495	C/1279	no	0	3	0
The Program Notebook	cand-b176038e672e97e7	1129	D/1457	C/1322	C/1392	C/1165	C/1129	C/1394	no	0	0	0
Velora	cand-62bd9942f0b0662f	1129	C/1316	C/1359	C/1149	C/1462	C/1359	C/1129	no	0	3	0
Kotono	cand-747b641d1ff62d6f	1130	C/1140	C/1259	C/1189	C/1150	C/1130	C/1209	no	0	0	0
Plinth	cand-f33805c004eb30fb	1132	C/1132	C/1215	C/1212	D/1490	D/1523	C/1175	no	0	4	0
DAMP	cand-1b0cf192c14f7e5c	1133	C/1133	C/1240	C/1269	C/1292	C/1377	C/1207	no	0	1	0
Aria	cand-48803cad0f3dcf64	1134	C/1134	C/1265	C/1257	C/1304	C/1360	C/1216	no	0	3	0
Edition	cand-6a3be76103654913	1134	C/1222	C/1219	C/1191	C/1350	C/1346	C/1134	no	0	3	0
Mind the Gap	cand-6718c3e9cb714bed	1134	C/1208	C/1134	C/1163	C/1197	C/1246	C/1293	no	0	1	0
Co-Op	cand-ee25d46da8429368	1135	C/1268	C/1142	C/1205	C/1217	C/1204	C/1135	no	0	0	0
Subtitle	cand-a02c387e87f68f10	1135	C/1135	C/1300	C/1341	C/1299	C/1363	C/1312	no	0	3	0
Hold, Then Act	cand-09aa982961091d62	1136	D/1544	C/1276	C/1383	C/1237	C/1136	C/1406	no	0	0	0
Korafo	cand-6f505ee3edfed13a	1137	C/1137	C/1295	C/1200	C/1271	C/1271	C/1248	no	0	0	0
Bidea	cand-4879676bfd9c5422	1138	C/1138	C/1250	C/1253	C/1224	C/1202	C/1255	no	0	0	0
Nullius Lab	cand-bddc8887633a95d7	1140	C/1317	C/1253	C/1145	C/1210	C/1140	C/1191	yes	0	0	0
Plan and Run	cand-7ddfb9fe60629ccf	1141	C/1343	C/1141	D/1596	C/1481	D/1661	C/1334	no	0	0	0
Silent Door	cand-63b011152a78d8be	1142	C/1376	D/1531	C/1453	C/1225	C/1142	D/1456	no	0	0	0
Contest	cand-5c59d0c160a320ec	1143	C/1163	C/1201	C/1143	C/1255	C/1278	C/1149	yes	0	2	0
Entelechy	cand-87c3aab67ab6ea52	1144	C/1152	C/1326	C/1144	C/1249	C/1210	C/1278	no	0	0	0
P Value	cand-d94df413e08046d3	1144	C/1334	C/1337	C/1342	C/1144	C/1223	C/1310	no	0	0	0
Make Room	cand-da4c388bdfe2ec0d	1145	C/1377	C/1277	C/1287	C/1218	C/1145	C/1322	yes	5	1	0
Refuse the Throne	cand-dbca1bb81579e52c	1146	D/1693	D/1552	D/1534	C/1275	C/1146	D/1636	yes	0	0	0
Binder	cand-b5e5dd909a2330cd	1147	C/1147	C/1393	D/1482	D/1518	D/1604	C/1356	no	0	4	0
Show Your Parentage	cand-230207530a25c130	1148	D/1580	C/1399	C/1388	C/1266	C/1148	D/1488	no	0	0	0
Spool	cand-627c012b20c46af5	1148	C/1148	D/1488	C/1332	C/1366	C/1407	C/1366	no	0	3	0
Epistemic Review Board	cand-2da72dd6c1840ee6	1149	D/1560	C/1360	C/1312	C/1220	C/1149	C/1402	yes	0	0	1
Union	cand-ef3ff703d7565ab5	1149	C/1149	C/1302	C/1299	C/1365	C/1421	C/1208	no	0	3	0
Weak Normal Form	cand-8d1bc6b34552999d	1152	C/1253	C/1315	C/1236	C/1154	C/1152	C/1258	yes	0	0	0
Fermata	cand-a0f2e2f88a4199ec	1153	C/1153	C/1260	C/1170	C/1330	C/1287	C/1233	no	0	3	0
Misraq	cand-c44f0114072ee261	1153	C/1257	C/1281	C/1181	C/1281	C/1183	C/1153	no	0	0	0
Caller Bears the Call	cand-7ef098d676ecf9fe	1155	D/1618	C/1341	D/1505	C/1248	C/1155	D/1532	no	0	0	0
Compass	cand-d1068beeb96a6a79	1155	C/1155	C/1157	C/1182	C/1301	C/1354	C/1179	no	0	4	0
Leave the Blank	cand-7a6f1bde7789be98	1156	D/1727	D/1617	D/1528	C/1291	C/1156	D/1679	no	0	0	0
Ugnayan	cand-9230ec49bc91d1f2	1157	C/1157	C/1246	C/1209	C/1257	C/1253	C/1198	yes	0	0	0
Knuth Weave	cand-9b992c30e1f816ad	1160	D/1514	C/1431	C/1273	C/1285	C/1160	C/1340	no	0	0	0
DoneKind	cand-3594d43279e63594	1164	C/1164	C/1191	C/1315	C/1294	C/1330	C/1181	no	0	0	0
Not an App	cand-95f48ce1631e8fda	1164	C/1284	C/1301	D/1493	C/1164	C/1279	D/1525	yes	0	0	0
Architecture and Translation Tools	cand-f75b1442a6adee90	1166	D/1592	C/1166	D/1543	D/1664	D/1689	C/1337	no	0	0	0
The Terms	cand-dde741ae436412aa	1166	C/1412	C/1314	C/1331	C/1240	C/1166	C/1353	no	0	0	0
DX/SEM	cand-96311914b7c782c3	1167	D/1547	C/1167	C/1395	D/1530	D/1542	C/1263	no	0	0	0
MORA	cand-faf4cec4bc508b56	1167	C/1248	C/1234	C/1292	C/1471	D/1500	C/1167	no	0	2	0
Translate	cand-7fd690e20d081646	1167	C/1167	C/1268	C/1361	C/1426	D/1540	C/1298	no	0	4	0
ZingZing	cand-01f73ed8777c0082	1169	C/1420	D/1629	C/1434	C/1263	C/1169	D/1537	yes	0	0	0
Clare	cand-7edbd4be01be15bc	1170	C/1170	C/1296	C/1285	C/1375	C/1383	C/1265	yes	0	1	0
Remaindry	cand-043d3bb4b258da79	1171	C/1233	C/1216	C/1230	C/1313	C/1269	C/1171	no	0	0	0
The Friendly Refusal	cand-16affb3d568b1993	1171	D/1534	D/1473	D/1481	C/1236	C/1171	D/1579	no	0	0	0
Strike Key	cand-b151cd36c75a711b	1172	C/1371	D/1526	C/1439	C/1196	C/1172	D/1481	yes	0	0	0
The Typed Text Horizon	cand-d28cd680e55f1600	1176	D/1746	D/1540	C/1450	C/1358	C/1176	D/1553	no	0	0	0
Assembly	cand-e020bdf568793dee	1177	C/1177	C/1280	C/1309	C/1422	D/1464	C/1238	no	0	3	0
LM Program Algebra	cand-6773877c2a99313a	1177	C/1355	C/1177	C/1247	C/1296	C/1331	C/1249	no	0	0	0
Gloss	cand-d5da31aee80f1722	1178	C/1178	C/1460	C/1431	D/1512	D/1587	C/1424	no	0	4	0
True North	cand-c08dafdb54d4258d	1178	C/1190	C/1289	C/1196	C/1178	C/1196	C/1220	no	6	1	0
Remediary	cand-a99005671980741f	1179	D/1441	C/1422	C/1289	C/1290	C/1179	C/1311	no	0	0	0
Sorry, It Depends	cand-27491aa61ca11a86	1179	C/1300	C/1179	C/1335	C/1184	C/1252	C/1399	yes	5	0	0
Prompting	cand-0693ba199b2e89d5	1180	C/1180	C/1356	D/1592	D/1582	D/1767	C/1442	no	0	2	0
Amazrar	cand-c7460de798effc9b	1181	C/1282	C/1308	C/1195	C/1300	C/1181	C/1221	no	0	0	0
PVE	cand-168a3276263242e0	1182	C/1214	C/1214	C/1393	D/1653	D/1722	C/1182	no	0	3	0
The Sandbox Assembly	cand-d1508d001b114b1b	1182	D/1621	C/1459	C/1459	C/1276	C/1182	D/1550	yes	0	0	0
RECAP	cand-a3a6e0df57e9e3ae	1183	C/1183	C/1290	C/1330	D/1510	D/1582	C/1245	no	0	3	0
Umsicht	cand-fe565f9eb6cecd8c	1184	C/1307	C/1236	C/1260	C/1416	C/1364	C/1184	no	0	0	0
Habiqa	cand-e50fa63b1d021cc0	1185	C/1185	C/1327	C/1296	C/1314	C/1304	C/1331	no	0	0	0
Mark Murk	cand-9b85de014cffa7b3	1187	C/1202	C/1368	C/1284	C/1213	C/1187	C/1341	no	0	0	0
Compile.Path	cand-81c29c98548dca18	1188	C/1188	C/1254	C/1231	C/1282	C/1328	C/1188	yes	0	0	0
Meaningful Modules	cand-3cbdc3526124451b	1188	C/1279	C/1188	C/1329	C/1297	C/1348	C/1281	no	0	0	0
Locus	cand-0b597595a01aaa08	1190	C/1298	C/1396	C/1190	C/1378	C/1376	C/1214	no	0	4	0
Executable Semantics	cand-a02fe854f4e2c1e5	1193	C/1237	C/1208	C/1226	C/1211	C/1272	C/1193	no	0	0	0
Bodharo	cand-dc00faea49843b48	1194	C/1301	C/1383	C/1259	C/1268	C/1194	C/1315	no	0	0	0
DMD>RUN	cand-9ac00676d27ac2f2	1194	C/1396	C/1194	C/1378	D/1524	D/1532	C/1339	yes	0	0	0
Nursery	cand-a22f4d79b88c12cc	1195	C/1195	C/1449	C/1382	C/1415	D/1486	D/1473	no	0	4	0
Decl	cand-3ba23714dc723ddf	1197	C/1197	C/1414	D/1616	D/1819	D/1881	C/1443	yes	0	2	0
Keep Humans Liable	cand-14c14513c016dd5c	1197	D/1707	D/1590	D/1562	C/1331	C/1197	D/1666	no	6	0	0
Overseer	cand-e117fc61b613553c	1198	C/1198	D/1476	C/1448	D/1589	D/1681	C/1446	no	0	4	0
Own the Score	cand-0dead715640ea4b1	1198	D/1662	D/1550	D/1531	C/1253	C/1198	D/1640	no	0	0	0
Athanor	cand-8ca375046088497a	1199	C/1255	C/1292	C/1199	C/1374	C/1349	C/1275	no	0	3	0
IR-ish	cand-40f2d5de4a4456e3	1199	C/1388	C/1199	C/1347	C/1458	D/1482	C/1223	no	0	0	0
Keystone	cand-4cc7a4b341d8ce33	1199	C/1199	C/1421	C/1333	C/1404	D/1467	C/1348	no	0	3	0
Ostrom Workshop	cand-a7c2febb24f4a28b	1199	D/1562	D/1652	D/1496	C/1321	C/1199	D/1625	no	0	0	0
Rewrite Rule	cand-8649331e69476faf	1202	C/1313	C/1232	C/1305	C/1234	C/1334	C/1202	yes	0	0	0
Grain	cand-2c2240217b64aa2d	1207	C/1207	C/1288	C/1241	C/1309	C/1316	C/1267	no	0	3	0
Theoria	cand-9607845296539f45	1207	C/1352	C/1207	C/1240	D/1507	D/1502	C/1297	no	0	2	0
LEDGE	cand-aedf7b6928f455df	1212	C/1212	D/1507	C/1363	D/1519	D/1520	C/1393	no	0	3	0
Mnemosyne Archive	cand-56f069b69f54536d	1212	D/1456	C/1242	C/1224	C/1347	C/1243	C/1212	no	0	0	0
Continuum	cand-3632ba7b1f3c7698	1213	C/1296	C/1364	C/1277	D/1617	D/1628	C/1213	yes	0	4	0
TRANSFORM/BEAM	cand-c66dfdec4585e2c1	1213	C/1254	C/1213	C/1358	C/1445	D/1484	C/1349	no	0	0	0
Bayes Rehearsal	cand-89775666c7ad45f8	1214	D/1496	D/1557	C/1407	C/1226	C/1214	D/1482	no	0	0	0
Bring Your Evidence	cand-54e6d936cfe2a289	1216	D/1555	C/1354	C/1437	C/1243	C/1216	D/1486	no	0	0	0
Calibration	cand-e152337e4e85aa3e	1217	C/1243	C/1362	C/1291	C/1305	C/1367	C/1217	no	0	1	0
Metsamu	cand-893dcd6c311b4a65	1217	C/1288	C/1299	C/1237	C/1264	C/1217	C/1274	yes	0	0	0
Gemot	cand-2b4b555507d2ce95	1218	D/1467	C/1397	C/1320	C/1315	C/1218	C/1284	no	0	0	0
Naharil	cand-fe3d86d4a88f2fe6	1218	C/1270	C/1305	C/1258	C/1373	C/1296	C/1218	no	0	0	0
Klak	cand-a8c0068a16dc5e94	1219	C/1219	C/1377	C/1304	D/1563	D/1551	C/1300	no	0	3	0
Ancestral Cache	cand-36ea06ba37c28e27	1221	D/1447	D/1497	C/1380	C/1262	C/1221	C/1388	no	0	0	0
Editrack	cand-9ce2798a8909cae8	1221	C/1221	C/1373	D/1567	C/1306	C/1440	C/1423	no	0	0	0
Namespace Tariff	cand-8b0ad44d21e70803	1221	C/1413	C/1342	C/1419	C/1221	C/1254	C/1395	yes	6	0	0
Studio of Explicit Programs	cand-01a78621acf30915	1224	D/1532	C/1224	C/1433	C/1363	C/1388	C/1383	no	0	0	0
Egress	cand-a3083687ee111912	1225	C/1274	C/1262	C/1428	D/1496	D/1575	C/1225	yes	0	2	0
Mark	cand-6201eb4dccc956cc	1226	C/1226	C/1363	C/1336	C/1454	D/1491	C/1288	no	0	3	0
No Robot Boss	cand-4ca1a32ee101df91	1226	D/1505	D/1470	D/1501	C/1258	C/1226	D/1592	no	0	0	0
The Not-Quite-Agent	cand-22719c288414da9c	1228	C/1401	C/1228	C/1441	C/1259	C/1277	D/1451	no	0	0	0
Snapshotter	cand-4b3b925c8548cdd7	1229	C/1229	C/1353	C/1381	C/1432	D/1511	C/1319	no	0	2	0
Royalty Signal	cand-392a2b730db152a7	1230	D/1586	D/1640	D/1488	C/1284	C/1230	D/1574	no	0	0	0
Tool Belt	cand-922c8b860a58fdbc	1230	C/1230	C/1338	D/1495	C/1319	D/1463	C/1416	no	0	1	0
Redo Log	cand-ca3c0ef6dbf07b7a	1231	C/1265	C/1452	C/1409	C/1231	C/1266	C/1397	no	0	0	0
Reduction	cand-46401dc068e724ef	1231	C/1231	C/1319	C/1283	C/1302	C/1345	C/1282	no	0	1	0
Oikos	cand-318ebbe829f3c9ca	1232	C/1232	C/1332	C/1238	D/1499	D/1487	C/1241	no	0	2	0
Right to Revert	cand-20878d3f9334df0b	1232	D/1760	D/1740	D/1611	C/1389	C/1232	D/1751	no	0	0	0
Icarus Brake	cand-7773655fc9373dec	1233	D/1483	D/1479	C/1430	C/1254	C/1233	D/1474	yes	0	0	0
Niafora	cand-fb40d92e2fe8db1d	1234	C/1234	C/1309	C/1263	C/1277	C/1264	C/1269	no	0	0	0
:epsilon	cand-6ebf3c8d63ef6b21	1235	C/1235	D/1563	D/1623	D/1720	D/1807	D/1610	no	0	3	0
Graft	cand-4e762e9903eed0ed	1235	C/1239	C/1274	C/1235	C/1323	C/1351	C/1262	no	0	4	0
Merry Measure	cand-23eef0cd596c300e	1235	D/1446	C/1419	D/1485	C/1238	C/1235	D/1541	yes	0	0	0
Qalamet	cand-4f679362bd00dd48	1235	C/1310	C/1307	C/1255	C/1312	C/1247	C/1235	no	0	0	0
Koinon	cand-86064fef9ca4a0df	1236	C/1369	C/1334	C/1310	C/1394	C/1308	C/1236	no	0	0	0
Let Silence Stand	cand-ad509becf2728ecd	1236	D/1724	D/1521	D/1621	C/1355	C/1236	D/1682	no	5	0	0
Observable	cand-89c91f8fb410e1c5	1236	C/1236	C/1258	C/1357	D/1558	D/1638	C/1243	no	0	4	0
FifFaff	cand-ad4009e19489ca5f	1237	C/1295	C/1381	C/1271	C/1269	C/1237	C/1336	no	0	0	0
N=Maybe	cand-f7fb08d7ca86cb42	1238	D/1459	C/1238	C/1318	C/1393	C/1340	C/1318	no	0	0	0
Many Routes, One Contract	cand-b07b3c7be7389eab	1239	D/1650	C/1239	D/1518	C/1431	C/1430	D/1459	yes	0	0	0
Move Together	cand-27fdafe830c460d4	1239	D/1478	C/1403	C/1442	C/1272	C/1239	C/1435	no	0	0	0
Zrigan	cand-c46d530b3bfa904b	1239	C/1433	C/1298	C/1290	C/1414	C/1298	C/1239	yes	0	0	0
The Program Crossing	cand-f0e7fa5f20fcb2f5	1240	D/1652	C/1456	C/1454	C/1344	C/1240	D/1494	yes	0	0	0
Take the Side Road	cand-717f6ef715b22d6b	1241	D/1766	D/1588	D/1550	C/1407	C/1241	D/1675	yes	0	0	0
Unpromise	cand-13e9a386a5fdc3a9	1242	C/1242	C/1333	C/1356	C/1401	C/1436	C/1333	no	0	1	0
Empire of Care	cand-fb9b2a9c5fb26997	1245	D/1702	D/1749	D/1633	C/1326	C/1245	D/1726	yes	6	0	0
ns.call	cand-5c8999896838dc34	1248	C/1356	C/1248	C/1432	D/1615	D/1659	C/1301	no	0	0	0
Sādhana	cand-fe5e0abc02109d73	1248	D/1502	C/1436	C/1301	C/1342	C/1248	C/1419	no	0	0	0
Watchtower	cand-edcb8c004146015f	1250	C/1250	D/1537	C/1414	C/1479	D/1557	C/1430	no	0	4	0
Fit	cand-da4270e3735a3418	1251	C/1251	C/1424	D/1566	D/1616	D/1712	C/1449	no	0	3	0
Tlamatiq	cand-8e9d0124beb59a34	1252	C/1252	C/1330	C/1281	C/1327	C/1303	C/1326	no	0	0	0
Popper	cand-59a6978d251daa61	1254	C/1319	C/1385	C/1254	C/1283	C/1301	C/1261	no	0	2	0
Welcome Has Limits	cand-15a87f321f0b65b4	1255	D/1791	D/1625	D/1620	C/1421	C/1255	D/1693	no	4	0	0
Amaniq	cand-fc4fd65b3f62426d	1256	C/1344	D/1542	C/1323	C/1348	C/1256	C/1405	no	0	0	0
Kip	cand-7797a2701fdb8aaa	1259	C/1259	D/1582	D/1557	D/1699	D/1724	D/1519	no	0	3	0
Studio	cand-da0daaba4b156961	1261	C/1261	C/1391	C/1321	C/1441	D/1481	C/1292	no	0	3	0
Yixu	cand-728fa8125d647200	1261	C/1357	C/1378	C/1261	C/1403	C/1325	C/1276	no	0	0	0
Regulator	cand-fe98a4b07a9f4ee4	1264	C/1423	C/1310	C/1264	C/1369	C/1362	C/1371	yes	0	2	0
No Free Lunch	cand-274c435d4669aae4	1265	D/1458	C/1283	C/1385	C/1265	C/1273	C/1384	yes	0	0	0
Defer	cand-8f106893acee44fa	1267	C/1391	C/1267	C/1365	C/1395	C/1387	C/1360	no	0	4	0
PERSIST	cand-1c61425b1ba94748	1267	C/1267	C/1444	C/1327	D/1536	D/1572	C/1308	no	0	4	0
Please Rehearse	cand-bda573dfaa5e4451	1267	D/1602	D/1527	D/1553	C/1311	C/1267	D/1638	no	0	0	0
Wenmu	cand-7541b3e3db2b5eff	1268	C/1280	C/1387	C/1268	C/1346	C/1294	C/1303	no	0	0	0
Procotol	cand-a75f09e070874c77	1269	C/1291	C/1269	C/1401	D/1588	D/1626	C/1342	no	0	0	0
Hospice Kernel	cand-3ded85074a952b11	1270	D/1499	D/1626	C/1468	C/1303	C/1270	D/1577	yes	0	0	0
PraxisTelos	cand-80513b680d0235d2	1272	D/1504	C/1320	C/1339	C/1478	C/1409	C/1272	no	0	0	0
call.mesh	cand-f153ddb90ce35828	1275	C/1403	C/1275	C/1307	C/1384	C/1373	C/1309	no	0	0	0
Semantikon	cand-242fffdfef44efcb	1275	C/1289	C/1370	C/1275	D/1535	D/1536	C/1294	no	0	1	0
Bide	cand-4f11f4c28e2100ec	1277	C/1277	C/1443	D/1509	D/1637	D/1670	C/1439	no	0	2	0
mod->run	cand-007577f5acf1c73f	1278	D/1462	C/1278	C/1429	D/1540	D/1576	C/1411	no	0	0	0
Ariadne Thread	cand-d16fcb644b1bc984	1280	D/1489	D/1513	C/1387	C/1349	C/1280	D/1470	yes	0	0	0
Kintsugi Studio	cand-16457d72429f32a7	1281	D/1686	D/1636	D/1551	C/1387	C/1281	D/1627	no	0	0	0
Take	cand-d1905cf90af29a5a	1281	C/1281	C/1343	C/1334	C/1413	C/1428	C/1374	no	0	4	0
Own the Output	cand-2bc67ecb5bb9b3c3	1284	D/1601	D/1586	D/1530	C/1325	C/1284	D/1600	yes	0	0	0
Thuto	cand-b764fef7f3868765	1285	C/1285	C/1371	C/1354	C/1364	C/1358	C/1350	no	0	0	0
call.trace	cand-59fad2c4628513a0	1286	C/1364	C/1286	C/1418	D/1553	D/1578	C/1392	no	0	1	0
Error Model	cand-f13212bdb98d6733	1286	C/1286	C/1344	C/1435	C/1286	C/1412	C/1304	no	0	0	0
Multimodal Adapter	cand-57f07f1ae38b9ed5	1286	C/1404	C/1408	C/1445	C/1411	D/1483	C/1286	yes	0	0	0
Plural Vocation	cand-2abf10085d54f28a	1286	D/1569	D/1615	C/1471	C/1371	C/1286	D/1521	no	0	0	0
Gradient	cand-1b6a3443f30a8adc	1287	C/1297	C/1287	C/1317	C/1338	C/1408	C/1330	no	0	3	0
Tikkun	cand-4191cdb8fa294337	1287	C/1287	D/1465	C/1355	C/1343	C/1317	C/1409	no	0	0	0
A Good Question	cand-5435c9e320806bb1	1288	D/1518	C/1335	D/1508	C/1288	C/1309	D/1479	no	4	0	0
The Fair Play Office	cand-543e5793a7054bdb	1289	D/1759	D/1608	D/1599	C/1420	C/1289	D/1646	yes	0	0	0
Bureau of Reproducible Calls	cand-929203946f205844	1290	D/1703	D/1482	D/1515	C/1339	C/1290	D/1573	no	0	0	0
Foundation	cand-2bd8b7b0d83e0ec9	1290	C/1360	C/1304	C/1325	D/1498	D/1493	C/1290	no	6	4	0
Credit the Worker	cand-ae0b82e3d33a0d02	1291	D/1787	D/1681	D/1655	C/1439	C/1291	D/1729	no	0	0	0
CONTRACT/1	cand-d28a7a80c9e9f5d2	1292	C/1292	C/1345	C/1390	C/1449	D/1514	C/1415	no	0	0	0
Faculty of Iteration	cand-201de94a446d2489	1292	D/1756	D/1676	D/1580	C/1430	C/1292	D/1700	yes	0	0	0
Signatory	cand-1ff42b9980ddf85b	1293	C/1299	C/1426	C/1293	C/1438	C/1413	C/1307	no	0	3	0
Teach the Program	cand-a4c9d68f36d1f973	1293	D/1507	C/1293	D/1480	C/1353	C/1371	D/1485	no	0	0	0
Unknown Unknowns	cand-519c63a527c64244	1293	D/1578	C/1405	C/1370	C/1379	C/1293	C/1398	no	0	0	0
Safeguard	cand-f54d2de0a404d4af	1294	C/1294	D/1486	C/1425	C/1444	D/1516	C/1408	no	0	3	0
The Practice Council	cand-659886fee735d960	1297	D/1708	D/1569	D/1570	C/1419	C/1297	D/1578	no	0	0	0
